ctx_name,ctx_fname,q_idx,q_text,q_answer_true,qa_model,qa_answer_pred,tr_model_name_en_to_fr,tr_model_name_fr_to_en,tr_answer_pred_en_to_fr,tr_answer_pred_fr_to_en,spacy_sim,bertscore_precision,bertscore_recall,bertscore_f1,bertscore_hashcode,rouge1,rouge2,rougeL,rougeLsum
evidence,evidence.0.md,3,Who is suspected to have mounted by the window?,Wooden-legged man,deepset/roberta-large-squad2,wooden-legged man,facebook/m2m100_418M,facebook/m2m100_418M,L’homme à pied de bois,The Man Walking in Wood,0.8234023118082006,0.667697548866272,0.6625888347625732,0.6651334166526794,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.25,0.0,0.25,0.25
evidence,evidence.0.md,4,What specific feature of the boot was noticed?,Metal heel,deepset/roberta-large-squad2,broad metal heel,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Talon en métal large,Large metal heel,0.8846123360361831,0.9440615177154541,0.9440615177154541,0.9440615177154541,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666
evidence,evidence.0.md,4,What specific feature of the boot was noticed?,Metal heel,deepset/roberta-large-squad2,broad metal heel,facebook/m2m100_418M,facebook/m2m100_418M,Extrait métallique,The Metal Extract,0.7104403262810823,0.4854705333709717,0.5809813737869263,0.528948962688446,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
evidence,evidence.0.md,5,What specific feature of the boot is mentioned?,Broad metal heel,deepset/roberta-large-squad2,broad metal heel,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Talon en métal large,Large metal heel,0.8846123360361831,0.9440615177154541,0.9440615177154541,0.9440615177154541,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666
evidence,evidence.0.md,5,What specific feature of the boot is mentioned?,Broad metal heel,deepset/roberta-large-squad2,broad metal heel,facebook/m2m100_418M,facebook/m2m100_418M,Extrait métallique,The Metal Extract,0.7104403262810823,0.4854705333709717,0.5809813737869263,0.528948962688446,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
evidence,evidence.0.md,6,How did the characters conclude that someone entered through the window?,Footprint on sill,deepset/roberta-large-squad2,a man has mounted by the window,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,un homme est monté par la fenêtre,a man came up out the window,0.8166387585846083,0.8268754482269287,0.8045130968093872,0.8155409693717957,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5714285714285714,0.3333333333333333,0.5714285714285714,0.5714285714285714
evidence,evidence.0.md,6,How did the characters conclude that someone entered through the window?,Footprint on sill,deepset/roberta-large-squad2,a man has mounted by the window,facebook/m2m100_418M,facebook/m2m100_418M,Un homme est monté par la fenêtre,A man climbed through the window,0.9035370055543007,0.8476966619491577,0.7922126054763794,0.8190160393714905,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6153846153846153,0.3636363636363636,0.6153846153846153,0.6153846153846153
evidence,evidence.0.md,7,What did they observe on the window sill?,Footprint,deepset/roberta-large-squad2,print of a foot in mould,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,impression d'un pied dans un moule,impression of a foot in a mould,0.8714820896357562,0.8438315391540527,0.9029133319854736,0.8723732233047485,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.7692307692307692,0.5454545454545454,0.7692307692307692,0.7692307692307692
evidence,evidence.0.md,7,What did they observe on the window sill?,Footprint,deepset/roberta-large-squad2,print of a foot in mould,facebook/m2m100_418M,facebook/m2m100_418M,L’impression d’un pied en mould,The impression of a mould foot,0.8714820884552592,0.7286816835403442,0.7617539167404175,0.7448508739471436,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.20000000000000004,0.5,0.5
evidence,evidence.0.md,8,How far from the ground was the open window?,Sixty feet,deepset/roberta-large-squad2,sixty feet,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,60 pieds,60 feet,0.5446211791289186,0.8875724077224731,0.8284639120101929,0.8570001721382141,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
evidence,evidence.0.md,8,How far from the ground was the open window?,Sixty feet,deepset/roberta-large-squad2,sixty feet,facebook/m2m100_418M,facebook/m2m100_418M,60 pieds,60 feet,0.5446211791289186,0.8875724077224731,0.8284639120101929,0.8570001721382141,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
resolution,resolution.0.md,0,Who drew the map for the treasure?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Jonathan Small,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
resolution,resolution.0.md,0,Who drew the map for the treasure?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,facebook/m2m100_418M,facebook/m2m100_418M,Jonathan petit,by Jonathan Little,0.5121400034479703,0.7218294143676758,0.7905718088150024,0.7546383142471313,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4,0.0,0.4,0.4
resolution,resolution.0.md,1,Whose possession was the chart originally in?,Captain Morstan,deepset/roberta-large-squad2,Captain Morstan's,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Le capitaine Morstan's,Captain Morstan's,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
resolution,resolution.0.md,1,Whose possession was the chart originally in?,Captain Morstan,deepset/roberta-large-squad2,Captain Morstan's,facebook/m2m100_418M,facebook/m2m100_418M,Le Capitaine Morstan,The Captain Morstan,1.0,0.7296009659767151,0.7215150594711304,0.7255354523658752,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666
resolution,resolution.0.md,2,What is the name of the group associated with Small?,The sign of the four,deepset/roberta-large-squad2,he and his associates,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,lui et ses associés,he and his associates,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
resolution,resolution.0.md,2,What is the name of the group associated with Small?,The sign of the four,deepset/roberta-large-squad2,he and his associates,facebook/m2m100_418M,facebook/m2m100_418M,Il et ses associés,He and his associates,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
resolution,resolution.0.md,3,What symbol did Jonathan Small use on the chart?,Sign of the four,deepset/roberta-large-squad2,the sign of the four,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,le signe des quatre,the sign of the four,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
resolution,resolution.0.md,3,What symbol did Jonathan Small use on the chart?,Sign of the four,deepset/roberta-large-squad2,the sign of the four,facebook/m2m100_418M,facebook/m2m100_418M,Le signe des quatre,The Sign of the Four,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
resolution,resolution.0.md,4,Why couldn't Jonathan Small retrieve the treasure himself?,He was a convict,deepset/roberta-large-squad2,he and his associates were themselves convicts and could not get away,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,lui et ses associés étaient eux-mêmes condamnés et ne pouvaient s'échapper,he and his associates were themselves condemned and could not escape,0.6371956295563859,0.9106810092926025,0.8845080733299255,0.8974037170410156,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.7826086956521738,0.6666666666666666,0.7826086956521738,0.7826086956521738
resolution,resolution.0.md,4,Why couldn't Jonathan Small retrieve the treasure himself?,He was a convict,deepset/roberta-large-squad2,he and his associates were themselves convicts and could not get away,facebook/m2m100_418M,facebook/m2m100_418M,Il et ses collègues étaient eux-mêmes condamnés et ne pouvaient pas partir.,He and his colleagues were condemned themselves and could not leave.,0.5409603601314894,0.8454668521881104,0.8239493370056152,0.8345693945884705,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6956521739130435,0.380952380952381,0.6956521739130435,0.6956521739130435
resolution,resolution.0.md,5,What caused Major Sholto distress?,A letter from India,deepset/roberta-large-squad2,a letter from India,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,une lettre de l'Inde,a letter from India,1.0,1.0000001192092896,1.0000001192092896,1.0000001192092896,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
resolution,resolution.0.md,5,What caused Major Sholto distress?,A letter from India,deepset/roberta-large-squad2,a letter from India,facebook/m2m100_418M,facebook/m2m100_418M,Une lettre de l'Inde,A letter from India,1.0,1.0000001192092896,1.0000001192092896,1.0000001192092896,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
resolution,resolution.0.md,6,What did the letter inform Major Sholto?,Men were freed/escaped,deepset/roberta-large-squad2,that the men whom he had wronged had been set free,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,que les hommes qu'il avait injustes avaient été libérés,that the men whom he had wronged had been freed,0.764853442288404,0.9812058210372925,0.9639591574668884,0.972506046295166,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.8571428571428572,0.8421052631578948,0.8571428571428572,0.8571428571428572
resolution,resolution.0.md,6,What did the letter inform Major Sholto?,Men were freed/escaped,deepset/roberta-large-squad2,that the men whom he had wronged had been set free,facebook/m2m100_418M,facebook/m2m100_418M,que les hommes qu'il avait trompés avaient été libérés,The people he had mistaken had been released.,0.5474898396989032,0.7824472188949585,0.7423098087310791,0.7618502378463745,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5263157894736842,0.23529411764705882,0.5263157894736842,0.5263157894736842
resolution,resolution.0.md,7,What action did Major Sholto take against the mistaken man?,Fired a pistol,deepset/roberta-large-squad2,fires a pistol at him,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Il tire un pistolet sur lui.,He's shooting a gun at him.,0.7062203082588715,0.7621152400970459,0.841820240020752,0.7999873161315918,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.2,0.5,0.5
resolution,resolution.0.md,7,What action did Major Sholto take against the mistaken man?,Fired a pistol,deepset/roberta-large-squad2,fires a pistol at him,facebook/m2m100_418M,facebook/m2m100_418M,Il a tiré un pistolet sur lui,He shot a gun on him.,0.6466305501983983,0.7799753546714783,0.8333591222763062,0.8057840466499329,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636
resolution,resolution.0.md,8,Who is the only white man on the chart?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Jonathan Small,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
resolution,resolution.0.md,8,Who is the only white man on the chart?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,facebook/m2m100_418M,facebook/m2m100_418M,Jonathan petit,by Jonathan Little,0.5121400034479703,0.7218294143676758,0.7905718088150024,0.7546383142471313,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4,0.0,0.4,0.4
