ctx_name,ctx_fname,q_idx,q_text,q_answer_true,qa_model,qa_answer_pred,spacy_sim,bertscore_precision,bertscore_recall,bertscore_f1,bertscore_hashcode,rouge1,rouge2,rougeL,rougeLsum
antagonist,antagonist.0.md,3,What was Jonathan Small's previous legal status?,Convict,deepset/deberta-v3-large-squad2,convict.,1.0,0.8369975090026855,0.9052271246910095,0.8697762489318848,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
antagonist,antagonist.0.md,3,What was Jonathan Small's previous legal status?,Convict,deepset/electra-base-squad2,a convict,1.0,0.8070900440216064,0.8070900440216064,0.8070901036262512,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
antagonist,antagonist.0.md,4,Which limb is missing from Jonathan Small's body?,Right leg,distilbert-base-cased-distilled-squad,right leg,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,4,Which limb is missing from Jonathan Small's body?,Right leg,distilbert-base-uncased-distilled-squad,right leg,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,4,Which limb is missing from Jonathan Small's body?,Right leg,deepset/roberta-base-squad2,right leg,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,4,Which limb is missing from Jonathan Small's body?,Right leg,deepset/roberta-large-squad2,right leg,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,4,Which limb is missing from Jonathan Small's body?,Right leg,deepset/deberta-v3-base-squad2,right,0.6425846907956433,0.5033541917800903,0.4346306324005127,0.46647483110427856,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
antagonist,antagonist.0.md,4,Which limb is missing from Jonathan Small's body?,Right leg,deepset/deberta-v3-large-squad2,right leg,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,4,Which limb is missing from Jonathan Small's body?,Right leg,deepset/electra-base-squad2,right leg,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,5,What physical disability does Jonathan Small have?,Right leg off,distilbert-base-cased-distilled-squad,tired,0.2788516394626354,0.3889641761779785,0.36474040150642395,0.37646302580833435,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,5,What physical disability does Jonathan Small have?,Right leg off,distilbert-base-uncased-distilled-squad,tired,0.2788516394626354,0.3889641761779785,0.36474040150642395,0.37646302580833435,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,5,What physical disability does Jonathan Small have?,Right leg off,deepset/roberta-base-squad2,his right leg off,1.0,0.7762545943260193,0.8505809903144836,0.8117198944091797,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.8571428571428571,0.8,0.8571428571428571,0.8571428571428571
antagonist,antagonist.0.md,5,What physical disability does Jonathan Small have?,Right leg off,deepset/roberta-large-squad2,right leg off,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,5,What physical disability does Jonathan Small have?,Right leg off,deepset/deberta-v3-base-squad2,a wooden stump which is worn away upon the inner side.,0.5012911630482216,0.4977417588233948,0.47005563974380493,0.48350268602371216,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,5,What physical disability does Jonathan Small have?,Right leg off,deepset/deberta-v3-large-squad2,"his right leg off,",1.0,0.7356176376342773,0.8028651475906372,0.7677716612815857,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.8571428571428571,0.8,0.8571428571428571,0.8571428571428571
antagonist,antagonist.0.md,5,What physical disability does Jonathan Small have?,Right leg off,deepset/electra-base-squad2,"His left boot has a coarse, square-toed sole",0.5233735694446151,0.4691733121871948,0.4578862190246582,0.4634610712528229,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,6,What is the condition of Jonathan Small's wooden stump?,Worn away,distilbert-base-cased-distilled-squad,worn away upon the inner side,0.9144565901296556,0.6570538878440857,0.8283714652061462,0.7328334450721741,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
antagonist,antagonist.0.md,6,What is the condition of Jonathan Small's wooden stump?,Worn away,distilbert-base-uncased-distilled-squad,tired,0.37302394700395164,0.6196984052658081,0.5900447964668274,0.604508101940155,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,6,What is the condition of Jonathan Small's wooden stump?,Worn away,deepset/roberta-base-squad2,worn away upon the inner side,0.9144565901296556,0.6570538878440857,0.8283714652061462,0.7328334450721741,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
antagonist,antagonist.0.md,6,What is the condition of Jonathan Small's wooden stump?,Worn away,deepset/roberta-large-squad2,worn away upon the inner side,0.9144565901296556,0.6570538878440857,0.8283714652061462,0.7328334450721741,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
antagonist,antagonist.0.md,6,What is the condition of Jonathan Small's wooden stump?,Worn away,deepset/deberta-v3-base-squad2,worn away upon the inner side.,0.9144565901296556,0.6541337370872498,0.8253709077835083,0.7298429608345032,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
antagonist,antagonist.0.md,6,What is the condition of Jonathan Small's wooden stump?,Worn away,deepset/deberta-v3-large-squad2,worn away upon the inner side.,0.9144565901296556,0.6541337370872498,0.8253709077835083,0.7298429608345032,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
antagonist,antagonist.0.md,6,What is the condition of Jonathan Small's wooden stump?,Worn away,deepset/electra-base-squad2,worn away upon the inner side,0.9144565901296556,0.6570538878440857,0.8283714652061462,0.7328334450721741,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
antagonist,antagonist.0.md,7,What is the condition of Small's hand?,Missing skin,distilbert-base-cased-distilled-squad,tired,0.2817159267073335,0.410691499710083,0.3682318329811096,0.3883044123649597,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,7,What is the condition of Small's hand?,Missing skin,distilbert-base-uncased-distilled-squad,tired,0.2817159267073335,0.410691499710083,0.3682318329811096,0.3883044123649597,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,7,What is the condition of Small's hand?,Missing skin,deepset/roberta-base-squad2,skin missing,1.000000031051118,0.8073031902313232,0.8073031902313232,0.8073031902313232,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,0.5,0.5
antagonist,antagonist.0.md,7,What is the condition of Small's hand?,Missing skin,deepset/roberta-large-squad2,there is a good deal of skin missing from the palm of his hand,0.7664694971682984,0.5076013803482056,0.6999648809432983,0.5884615182876587,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.25,0.0,0.125,0.125
antagonist,antagonist.0.md,7,What is the condition of Small's hand?,Missing skin,deepset/deberta-v3-base-squad2,skin missing,1.000000031051118,0.8073031902313232,0.8073031902313232,0.8073031902313232,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,0.5,0.5
antagonist,antagonist.0.md,7,What is the condition of Small's hand?,Missing skin,deepset/deberta-v3-large-squad2,a good deal of skin missing from the palm of his hand.,0.7664694971682984,0.5650306344032288,0.7085800170898438,0.6287155747413635,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
antagonist,antagonist.0.md,7,What is the condition of Small's hand?,Missing skin,deepset/electra-base-squad2,skin missing,1.000000031051118,0.8073031902313232,0.8073031902313232,0.8073031902313232,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,0.5,0.5
antagonist,antagonist.0.md,8,What is missing from Jonathan Small's hand?,Skin on palm,distilbert-base-cased-distilled-squad,skin,0.8865567736112707,0.6703099608421326,0.5864064693450928,0.6255573034286499,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
antagonist,antagonist.0.md,8,What is missing from Jonathan Small's hand?,Skin on palm,distilbert-base-uncased-distilled-squad,skin,0.8865567736112707,0.6703099608421326,0.5864064693450928,0.6255573034286499,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
antagonist,antagonist.0.md,8,What is missing from Jonathan Small's hand?,Skin on palm,deepset/roberta-base-squad2,skin,0.8865567736112707,0.6703099608421326,0.5864064693450928,0.6255573034286499,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
antagonist,antagonist.0.md,8,What is missing from Jonathan Small's hand?,Skin on palm,deepset/roberta-large-squad2,skin,0.8865567736112707,0.6703099608421326,0.5864064693450928,0.6255573034286499,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
antagonist,antagonist.0.md,8,What is missing from Jonathan Small's hand?,Skin on palm,deepset/deberta-v3-base-squad2,skin,0.8865567736112707,0.6703099608421326,0.5864064693450928,0.6255573034286499,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
antagonist,antagonist.0.md,8,What is missing from Jonathan Small's hand?,Skin on palm,deepset/deberta-v3-large-squad2,skin,0.8865567736112707,0.6703099608421326,0.5864064693450928,0.6255573034286499,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
antagonist,antagonist.0.md,8,What is missing from Jonathan Small's hand?,Skin on palm,deepset/electra-base-squad2,skin,0.8865567736112707,0.6703099608421326,0.5864064693450928,0.6255573034286499,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
crime,crime.0.md,0,What criminal activity took place?,Theft of a treasure,distilbert-base-cased-distilled-squad,the black cannibal,0.23828533004285166,0.48224538564682007,0.5534015893936157,0.515379011631012,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,0,What criminal activity took place?,Theft of a treasure,distilbert-base-uncased-distilled-squad,black cannibal,0.23828533004285166,0.39258134365081787,0.46893051266670227,0.4273728132247925,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,0,What criminal activity took place?,Theft of a treasure,deepset/roberta-base-squad2,black cannibal,0.23828533004285166,0.39258134365081787,0.46893051266670227,0.4273728132247925,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,0,What criminal activity took place?,Theft of a treasure,deepset/roberta-large-squad2,black cannibal,0.23828533004285166,0.39258134365081787,0.46893051266670227,0.4273728132247925,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,0,What criminal activity took place?,Theft of a treasure,deepset/deberta-v3-base-squad2,"Bartholomew Sholto was still in the room,",0.09495317465214131,0.48146194219589233,0.5147268772125244,0.4975390136241913,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,0,What criminal activity took place?,Theft of a treasure,deepset/deberta-v3-large-squad2,"Tonga thought he had done something very clever in killing him,",0.38726694465011685,0.46454188227653503,0.5571081042289734,0.5066315531730652,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,0,What criminal activity took place?,Theft of a treasure,deepset/electra-base-squad2,they were hunting for the treasure,0.5971644600197508,0.668946385383606,0.691783607006073,0.680173397064209,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.2,0.0,0.2,0.2
crime,crime.0.md,1,Where was the treasure found?,Chemical laboratory,distilbert-base-cased-distilled-squad,Mr. Bartholomew Sholto's chemical laboratory,0.9073447992236038,0.4785822927951813,0.8458225727081299,0.6112869381904602,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
crime,crime.0.md,1,Where was the treasure found?,Chemical laboratory,distilbert-base-uncased-distilled-squad,Mr. Bartholomew Sholto's chemical laboratory,0.9073447992236038,0.4785822927951813,0.8458225727081299,0.6112869381904602,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
crime,crime.0.md,1,Where was the treasure found?,Chemical laboratory,deepset/roberta-base-squad2,Mr. Bartholomew Sholto's chemical laboratory,0.9073447992236038,0.4785822927951813,0.8458225727081299,0.6112869381904602,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
crime,crime.0.md,1,Where was the treasure found?,Chemical laboratory,deepset/roberta-large-squad2,in Mr. Bartholomew Sholto's chemical laboratory,0.9073447992236038,0.4461829960346222,0.7982498407363892,0.572414219379425,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445
crime,crime.0.md,1,Where was the treasure found?,Chemical laboratory,deepset/deberta-v3-base-squad2,in Mr. Bartholomew Sholto's chemical laboratory.,0.9073447992236038,0.4819699227809906,0.7977885603904724,0.6009104251861572,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445
crime,crime.0.md,1,Where was the treasure found?,Chemical laboratory,deepset/deberta-v3-large-squad2,in Mr. Bartholomew Sholto's chemical laboratory.,0.9073447992236038,0.4819699227809906,0.7977885603904724,0.6009104251861572,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445
crime,crime.0.md,1,Where was the treasure found?,Chemical laboratory,deepset/electra-base-squad2,in Mr. Bartholomew Sholto's chemical laboratory,0.9073447992236038,0.4461829960346222,0.7982498407363892,0.572414219379425,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445
crime,crime.0.md,2,Where did the crime take place,Chemical laboratory,distilbert-base-cased-distilled-squad,Mr. Bartholomew Sholto's chemical laboratory,0.9073447992236038,0.4785822927951813,0.8458225727081299,0.6112869381904602,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
crime,crime.0.md,2,Where did the crime take place,Chemical laboratory,distilbert-base-uncased-distilled-squad,Mr. Bartholomew Sholto's chemical laboratory,0.9073447992236038,0.4785822927951813,0.8458225727081299,0.6112869381904602,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
crime,crime.0.md,2,Where did the crime take place,Chemical laboratory,deepset/roberta-base-squad2,Mr. Bartholomew Sholto's chemical laboratory,0.9073447992236038,0.4785822927951813,0.8458225727081299,0.6112869381904602,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.33333333333333337,0.5,0.5
crime,crime.0.md,2,Where did the crime take place,Chemical laboratory,deepset/roberta-large-squad2,Pondicherry Lodge,0.0041812132145634985,0.5792762041091919,0.5639472603797913,0.5715089440345764,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,2,Where did the crime take place,Chemical laboratory,deepset/deberta-v3-base-squad2,"Bartholomew Sholto was still in the room,",0.15477019441913945,0.4402273893356323,0.43205511569976807,0.436102956533432,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,2,Where did the crime take place,Chemical laboratory,deepset/deberta-v3-large-squad2,in Mr. Bartholomew Sholto's chemical laboratory.,0.9073447992236038,0.4819699227809906,0.7977885603904724,0.6009104251861572,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445
crime,crime.0.md,2,Where did the crime take place,Chemical laboratory,deepset/electra-base-squad2,in Mr. Bartholomew Sholto's chemical laboratory.,0.9073447992236038,0.4819699227809906,0.7977885603904724,0.6009104251861572,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445
crime,crime.0.md,3,How did Tonga access the roof?,Trap-door,distilbert-base-cased-distilled-squad,trap-door,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,3,How did Tonga access the roof?,Trap-door,distilbert-base-uncased-distilled-squad,trap-door,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,3,How did Tonga access the roof?,Trap-door,deepset/roberta-base-squad2,trap-door,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,3,How did Tonga access the roof?,Trap-door,deepset/roberta-large-squad2,a long rope wound round his waist,0.38928000231795745,0.4896923005580902,0.627458393573761,0.5500807762145996,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,3,How did Tonga access the roof?,Trap-door,deepset/deberta-v3-base-squad2,with a long rope wound round his waist.,0.38928000231795745,0.5759766101837158,0.6275723576545715,0.6006685495376587,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,3,How did Tonga access the roof?,Trap-door,deepset/deberta-v3-large-squad2,"He could climb like a cat,",0.4276706209404271,0.6350018978118896,0.6158355474472046,0.6252719163894653,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,3,How did Tonga access the roof?,Trap-door,deepset/electra-base-squad2,trap-door,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,4,What hindered Jonathan's access to the treasure?,Wooden leg,distilbert-base-cased-distilled-squad,the jewels had come back at last to those who had most right to them,0.22415456197080338,0.3156222105026245,0.5511779189109802,0.4013935625553131,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,4,What hindered Jonathan's access to the treasure?,Wooden leg,distilbert-base-uncased-distilled-squad,The treasure had been found. It was up at the top of the house,0.1892438672936832,0.42047417163848877,0.6050069332122803,0.49613744020462036,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,4,What hindered Jonathan's access to the treasure?,Wooden leg,deepset/roberta-base-squad2,a trap-door in the roof,0.5080190867904728,0.6107398867607117,0.690821647644043,0.6483171582221985,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,4,What hindered Jonathan's access to the treasure?,Wooden leg,deepset/roberta-large-squad2,Bartholomew Sholto,0.0,0.4350338578224182,0.6044065952301025,0.505920946598053,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,4,What hindered Jonathan's access to the treasure?,Wooden leg,deepset/deberta-v3-base-squad2,"Bartholomew Sholto was still in the room,",0.27988683572280865,0.47176918387413025,0.6053311824798584,0.5302692651748657,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,4,What hindered Jonathan's access to the treasure?,Wooden leg,deepset/deberta-v3-large-squad2,wooden leg,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,4,What hindered Jonathan's access to the treasure?,Wooden leg,deepset/electra-base-squad2,"Bartholomew Sholto was still in the room, to his cost",0.230657677963774,0.4234890341758728,0.604446291923523,0.4980398714542389,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,5,Who climbed through the roof for Jonathan Small?,Tonga,distilbert-base-cased-distilled-squad,Bartholomew Sholto,0.0,0.4887983798980713,0.5070440769195557,0.4977540969848633,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,5,Who climbed through the roof for Jonathan Small?,Tonga,distilbert-base-uncased-distilled-squad,Bartholomew Sholto,0.0,0.4887983798980713,0.5070440769195557,0.4977540969848633,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,5,Who climbed through the roof for Jonathan Small?,Tonga,deepset/roberta-base-squad2,Tonga,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
crime,crime.0.md,5,Who climbed through the roof for Jonathan Small?,Tonga,deepset/roberta-large-squad2,Tonga,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
crime,crime.0.md,5,Who climbed through the roof for Jonathan Small?,Tonga,deepset/deberta-v3-base-squad2,Tonga.,1.0,0.8556706309318542,0.9244654774665833,0.888738751411438,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
crime,crime.0.md,5,Who climbed through the roof for Jonathan Small?,Tonga,deepset/deberta-v3-large-squad2,Tonga.,1.0,0.8556706309318542,0.9244654774665833,0.888738751411438,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
crime,crime.0.md,5,Who climbed through the roof for Jonathan Small?,Tonga,deepset/electra-base-squad2,Tonga,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
crime,crime.0.md,6,Who was still in the room when Tonga entered?,Bartholomew Sholto,distilbert-base-cased-distilled-squad,Bartholomew Sholto,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,6,Who was still in the room when Tonga entered?,Bartholomew Sholto,distilbert-base-uncased-distilled-squad,Bartholomew Sholto,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,6,Who was still in the room when Tonga entered?,Bartholomew Sholto,deepset/roberta-base-squad2,Bartholomew Sholto,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,6,Who was still in the room when Tonga entered?,Bartholomew Sholto,deepset/roberta-large-squad2,Bartholomew Sholto,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,6,Who was still in the room when Tonga entered?,Bartholomew Sholto,deepset/deberta-v3-base-squad2,Bartholomew Sholto,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,6,Who was still in the room when Tonga entered?,Bartholomew Sholto,deepset/deberta-v3-large-squad2,Bartholomew Sholto,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,6,Who was still in the room when Tonga entered?,Bartholomew Sholto,deepset/electra-base-squad2,Bartholomew Sholto,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,7,What did Tonga do to Bartholomew Sholto?,Killed him,distilbert-base-cased-distilled-squad,he had done something very clever in killing him,0.617322115778448,0.5326739549636841,0.7723962664604187,0.63051837682724,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818
